"Issue ID","Issue Type","Summary","Description","Steps to Reproduce","Expected Result","Priority","Labels","Component","Status","Test Type","Preconditions"
"VWO-TC-875","Test","Dashboard quick action — case 55","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #56
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Critical","dashboard,navigation,ux","Dashboard","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-876","Test","Dashboard quick action — case 56","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #57
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-877","Test","Dashboard quick action — case 57","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #58
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","High","dashboard,navigation,ux","Dashboard","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-878","Test","Dashboard quick action — case 58","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #59
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-879","Test","Dashboard quick action — case 59","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #60
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","High","dashboard,navigation,ux","Dashboard","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-880","Test","Dashboard quick action — case 60","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #61
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-881","Test","Dashboard quick action — case 61","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #62
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","High","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-882","Test","Dashboard quick action — case 62","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #63
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Low","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-883","Test","Dashboard quick action — case 63","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #64
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-884","Test","Dashboard quick action — case 64","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #65
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-885","Test","Dashboard quick action — case 65","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #66
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","High","dashboard,navigation,ux","Dashboard","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-886","Test","Dashboard quick action — case 66","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #67
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Low","dashboard,navigation,ux","Dashboard","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-887","Test","Dashboard quick action — case 67","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #68
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","Blocked","Functional","User is logged in to app.vwo.com"
"VWO-TC-888","Test","Dashboard quick action — case 68","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #69
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","High","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-889","Test","Dashboard quick action — case 69","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #70
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Low","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-890","Test","Dashboard quick action — case 70","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #71
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-891","Test","Dashboard quick action — case 71","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #72
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-892","Test","Dashboard quick action — case 72","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #73
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-893","Test","Dashboard quick action — case 73","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #74
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-894","Test","Dashboard quick action — case 74","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #75
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","High","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-895","Test","Dashboard quick action — case 75","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #76
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","High","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-896","Test","Dashboard quick action — case 76","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #77
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Low","dashboard,navigation,ux","Dashboard","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-897","Test","Dashboard quick action — case 77","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #78
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-898","Test","Dashboard quick action — case 78","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #79
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Low","dashboard,navigation,ux","Dashboard","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-899","Test","Dashboard quick action — case 79","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #80
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-900","Test","Dashboard quick action — case 80","Test dashboard quick actions such as creating a new campaign, navigating to reports, or pinning a widget.","1. Log in to Dashboard
2. Click quick action button #81
3. Complete the action flow","Quick action completes successfully and redirects to the appropriate page.","Medium","dashboard,navigation,ux","Dashboard","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-901","Test","Create A/B test on landing page — scenario 1","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-902","Test","Create A/B test on product page — scenario 2","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-903","Test","Create A/B test on checkout page — scenario 3","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-904","Test","Create A/B test on signup page — scenario 4","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-905","Test","Create A/B test on pricing page — scenario 5","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Critical","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-906","Test","Create A/B test on landing page — scenario 6","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Critical","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-907","Test","Create A/B test on product page — scenario 7","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Critical","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-908","Test","Create A/B test on checkout page — scenario 8","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-909","Test","Create A/B test on signup page — scenario 9","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Critical","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-910","Test","Create A/B test on pricing page — scenario 10","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Low","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-911","Test","Create A/B test on landing page — scenario 11","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-912","Test","Create A/B test on product page — scenario 12","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-913","Test","Create A/B test on checkout page — scenario 13","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","Blocked","Functional","User is logged in to app.vwo.com"
"VWO-TC-914","Test","Create A/B test on signup page — scenario 14","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-915","Test","Create A/B test on pricing page — scenario 15","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-916","Test","Create A/B test on landing page — scenario 16","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-917","Test","Create A/B test on product page — scenario 17","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Low","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-918","Test","Create A/B test on checkout page — scenario 18","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-919","Test","Create A/B test on signup page — scenario 19","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","Blocked","Functional","User is logged in to app.vwo.com"
"VWO-TC-920","Test","Create A/B test on pricing page — scenario 20","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-921","Test","Create A/B test on landing page — scenario 21","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Low","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-922","Test","Create A/B test on product page — scenario 22","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","Blocked","Functional","User is logged in to app.vwo.com"
"VWO-TC-923","Test","Create A/B test on checkout page — scenario 23","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-924","Test","Create A/B test on signup page — scenario 24","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-925","Test","Create A/B test on pricing page — scenario 25","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-926","Test","Create A/B test on landing page — scenario 26","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-927","Test","Create A/B test on product page — scenario 27","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Low","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-928","Test","Create A/B test on checkout page — scenario 28","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Critical","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-929","Test","Create A/B test on signup page — scenario 29","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-930","Test","Create A/B test on pricing page — scenario 30","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Low","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-931","Test","Create A/B test on landing page — scenario 31","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Critical","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-932","Test","Create A/B test on product page — scenario 32","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-933","Test","Create A/B test on checkout page — scenario 33","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Low","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-934","Test","Create A/B test on signup page — scenario 34","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Critical","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-935","Test","Create A/B test on pricing page — scenario 35","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-936","Test","Create A/B test on landing page — scenario 36","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-937","Test","Create A/B test on product page — scenario 37","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Low","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-938","Test","Create A/B test on checkout page — scenario 38","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Low","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-939","Test","Create A/B test on signup page — scenario 39","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-940","Test","Create A/B test on pricing page — scenario 40","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-941","Test","Create A/B test on landing page — scenario 41","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Low","ab-testing,campaign,create","A/B Testing","Blocked","Functional","User is logged in to app.vwo.com"
"VWO-TC-942","Test","Create A/B test on product page — scenario 42","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-943","Test","Create A/B test on checkout page — scenario 43","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-944","Test","Create A/B test on signup page — scenario 44","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-945","Test","Create A/B test on pricing page — scenario 45","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
